year	region	bug	drug	n_isolates	pct_resistant
2004	South Atlantic	Streptococcus pneumoniae	Macrolides	410	28
2005	South Atlantic	Streptococcus pneumoniae	Macrolides	528	33
2006	South Atlantic	Streptococcus pneumoniae	Macrolides	361	33
2007	South Atlantic	Streptococcus pneumoniae	Macrolides	322	37
2008	South Atlantic	Streptococcus pneumoniae	Macrolides	275	36
2009	South Atlantic	Streptococcus pneumoniae	Macrolides	266	36
2010	South Atlantic	Streptococcus pneumoniae	Macrolides	261	41
2011	South Atlantic	Streptococcus pneumoniae	Macrolides	291	41
2012	South Atlantic	Streptococcus pneumoniae	Macrolides	139	37
1999	West North Central	Streptococcus pneumoniae	Macrolides	74	22
2000	West North Central	Streptococcus pneumoniae	Macrolides	113	35
2001	West North Central	Streptococcus pneumoniae	Macrolides	134	31
2002	West North Central	Streptococcus pneumoniae	Macrolides	131	31
2003	West North Central	Streptococcus pneumoniae	Macrolides	213	25
2004	West North Central	Streptococcus pneumoniae	Macrolides	220	21
2005	West North Central	Streptococcus pneumoniae	Macrolides	195	25
2006	West North Central	Streptococcus pneumoniae	Macrolides	263	23
2007	West North Central	Streptococcus pneumoniae	Macrolides	238	27
2008	West North Central	Streptococcus pneumoniae	Macrolides	165	30
2009	West North Central	Streptococcus pneumoniae	Macrolides	193	34
2010	West North Central	Streptococcus pneumoniae	Macrolides	128	30
2011	West North Central	Streptococcus pneumoniae	Macrolides	129	39
2012	West North Central	Streptococcus pneumoniae	Macrolides	50	34
1999	West South Central	Streptococcus pneumoniae	Macrolides	382	23
2000	West South Central	Streptococcus pneumoniae	Macrolides	372	29
2001	West South Central	Streptococcus pneumoniae	Macrolides	308	26
2002	West South Central	Streptococcus pneumoniae	Macrolides	386	28
2003	West South Central	Streptococcus pneumoniae	Macrolides	363	26
2004	West South Central	Streptococcus pneumoniae	Macrolides	295	24
2005	West South Central	Streptococcus pneumoniae	Macrolides	343	27
2006	West South Central	Streptococcus pneumoniae	Macrolides	280	26
2007	West South Central	Streptococcus pneumoniae	Macrolides	321	27
2008	West South Central	Streptococcus pneumoniae	Macrolides	289	32
2009	West South Central	Streptococcus pneumoniae	Macrolides	346	34
2010	West South Central	Streptococcus pneumoniae	Macrolides	238	37
2011	West South Central	Streptococcus pneumoniae	Macrolides	197	37
2012	West South Central	Streptococcus pneumoniae	Macrolides	121	43
1999	East North Central	Streptococcus pneumoniae	Penicillins	663	25
2000	East North Central	Streptococcus pneumoniae	Penicillins	489	25
2001	East North Central	Streptococcus pneumoniae	Penicillins	493	29
2002	East North Central	Streptococcus pneumoniae	Penicillins	293	28
2003	East North Central	Streptococcus pneumoniae	Penicillins	260	28
2004	East North Central	Streptococcus pneumoniae	Penicillins	328	24
2005	East North Central	Streptococcus pneumoniae	Penicillins	269	28
2006	East North Central	Streptococcus pneumoniae	Penicillins	238	29
2007	East North Central	Streptococcus pneumoniae	Penicillins	181	21
2008	East North Central	Streptococcus pneumoniae	Penicillins	158	4
2009	East North Central	Streptococcus pneumoniae	Penicillins	143	1
2010	East North Central	Streptococcus pneumoniae	Penicillins	120	3
2011	East North Central	Streptococcus pneumoniae	Penicillins	142	14
2012	East North Central	Streptococcus pneumoniae	Penicillins	34	3
1999	East South Central	Streptococcus pneumoniae	Penicillins	181	47
2000	East South Central	Streptococcus pneumoniae	Penicillins	191	54
2001	East South Central	Streptococcus pneumoniae	Penicillins	103	58
2002	East South Central	Streptococcus pneumoniae	Penicillins	74	49
2003	East South Central	Streptococcus pneumoniae	Penicillins	92	45
2004	East South Central	Streptococcus pneumoniae	Penicillins	189	51
2005	East South Central	Streptococcus pneumoniae	Penicillins	244	50
2006	East South Central	Streptococcus pneumoniae	Penicillins	165	41
2007	East South Central	Streptococcus pneumoniae	Penicillins	88	20
2008	East South Central	Streptococcus pneumoniae	Penicillins	87	6
2009	East South Central	Streptococcus pneumoniae	Penicillins	86	5
2010	East South Central	Streptococcus pneumoniae	Penicillins	61	10
2011	East South Central	Streptococcus pneumoniae	Penicillins	48	15
1999	Mid Atlantic	Streptococcus pneumoniae	Penicillins	221	29
2000	Mid Atlantic	Streptococcus pneumoniae	Penicillins	355	26
2001	Mid Atlantic	Streptococcus pneumoniae	Penicillins	324	25
2002	Mid Atlantic	Streptococcus pneumoniae	Penicillins	289	27
2003	Mid Atlantic	Streptococcus pneumoniae	Penicillins	281	32
2004	Mid Atlantic	Streptococcus pneumoniae	Penicillins	346	27
2005	Mid Atlantic	Streptococcus pneumoniae	Penicillins	375	30
2006	Mid Atlantic	Streptococcus pneumoniae	Penicillins	319	32
2007	Mid Atlantic	Streptococcus pneumoniae	Penicillins	311	29
2008	Mid Atlantic	Streptococcus pneumoniae	Penicillins	376	5
2009	Mid Atlantic	Streptococcus pneumoniae	Penicillins	296	11
2010	Mid Atlantic	Streptococcus pneumoniae	Penicillins	133	15
2011	Mid Atlantic	Streptococcus pneumoniae	Penicillins	139	37
2012	Mid Atlantic	Streptococcus pneumoniae	Penicillins	101	33
1999	Mountain	Streptococcus pneumoniae	Penicillins	306	35
2000	Mountain	Streptococcus pneumoniae	Penicillins	312	34
2001	Mountain	Streptococcus pneumoniae	Penicillins	222	38
2002	Mountain	Streptococcus pneumoniae	Penicillins	225	26
2003	Mountain	Streptococcus pneumoniae	Penicillins	195	26
2004	Mountain	Streptococcus pneumoniae	Penicillins	175	27
2005	Mountain	Streptococcus pneumoniae	Penicillins	165	28
2006	Mountain	Streptococcus pneumoniae	Penicillins	125	26
2007	Mountain	Streptococcus pneumoniae	Penicillins	31	19
1999	New England	Streptococcus pneumoniae	Penicillins	67	46
2000	New England	Streptococcus pneumoniae	Penicillins	56	25
2001	New England	Streptococcus pneumoniae	Penicillins	43	30
2002	New England	Streptococcus pneumoniae	Penicillins	51	20
2004	New England	Streptococcus pneumoniae	Penicillins	66	20
2005	New England	Streptococcus pneumoniae	Penicillins	137	24
2006	New England	Streptococcus pneumoniae	Penicillins	193	30
2007	New England	Streptococcus pneumoniae	Penicillins	183	27
2008	New England	Streptococcus pneumoniae	Penicillins	173	17
2009	New England	Streptococcus pneumoniae	Penicillins	104	4
2010	New England	Streptococcus pneumoniae	Penicillins	86	5
2011	New England	Streptococcus pneumoniae	Penicillins	69	17
2012	New England	Streptococcus pneumoniae	Penicillins	37	19
1999	Pacific	Streptococcus pneumoniae	Penicillins	492	26
2000	Pacific	Streptococcus pneumoniae	Penicillins	550	27
2001	Pacific	Streptococcus pneumoniae	Penicillins	465	25
2002	Pacific	Streptococcus pneumoniae	Penicillins	414	19
2003	Pacific	Streptococcus pneumoniae	Penicillins	393	21
2004	Pacific	Streptococcus pneumoniae	Penicillins	427	24
2005	Pacific	Streptococcus pneumoniae	Penicillins	394	22
2006	Pacific	Streptococcus pneumoniae	Penicillins	318	20
2007	Pacific	Streptococcus pneumoniae	Penicillins	346	25
2008	Pacific	Streptococcus pneumoniae	Penicillins	374	2
2009	Pacific	Streptococcus pneumoniae	Penicillins	413	4
2010	Pacific	Streptococcus pneumoniae	Penicillins	301	4
2011	Pacific	Streptococcus pneumoniae	Penicillins	339	13
2012	Pacific	Streptococcus pneumoniae	Penicillins	174	14
1999	South Atlantic	Streptococcus pneumoniae	Penicillins	747	45
2000	South Atlantic	Streptococcus pneumoniae	Penicillins	895	40
2001	South Atlantic	Streptococcus pneumoniae	Penicillins	863	40
2002	South Atlantic	Streptococcus pneumoniae	Penicillins	747	34
2003	South Atlantic	Streptococcus pneumoniae	Penicillins	820	31
2004	South Atlantic	Streptococcus pneumoniae	Penicillins	696	36
2005	South Atlantic	Streptococcus pneumoniae	Penicillins	846	36
2006	South Atlantic	Streptococcus pneumoniae	Penicillins	683	37
2007	South Atlantic	Streptococcus pneumoniae	Penicillins	671	38
2008	South Atlantic	Streptococcus pneumoniae	Penicillins	503	5
