drug_group	state	year	value
narrow_spectrum_penicillin	Oregon	2007	34
narrow_spectrum_penicillin	Oregon	2008	32
narrow_spectrum_penicillin	Oregon	2009	30
narrow_spectrum_penicillin	Oregon	2010	28
narrow_spectrum_penicillin	Oregon	2011	30
narrow_spectrum_penicillin	Oregon	2012	28
narrow_spectrum_penicillin	Pennsylvania	1999	53
narrow_spectrum_penicillin	Pennsylvania	2000	51
narrow_spectrum_penicillin	Pennsylvania	2001	49
narrow_spectrum_penicillin	Pennsylvania	2002	47
narrow_spectrum_penicillin	Pennsylvania	2003	47
narrow_spectrum_penicillin	Pennsylvania	2004	44
narrow_spectrum_penicillin	Pennsylvania	2005	42
narrow_spectrum_penicillin	Pennsylvania	2006	41
narrow_spectrum_penicillin	Pennsylvania	2007	39
narrow_spectrum_penicillin	Pennsylvania	2008	37
narrow_spectrum_penicillin	Pennsylvania	2009	34
narrow_spectrum_penicillin	Pennsylvania	2010	30
narrow_spectrum_penicillin	Pennsylvania	2011	29
narrow_spectrum_penicillin	Pennsylvania	2012	27
narrow_spectrum_penicillin	Rhode Island	1999	58
narrow_spectrum_penicillin	Rhode Island	2000	59
narrow_spectrum_penicillin	Rhode Island	2001	54
narrow_spectrum_penicillin	Rhode Island	2002	52
narrow_spectrum_penicillin	Rhode Island	2003	53
narrow_spectrum_penicillin	Rhode Island	2004	47
narrow_spectrum_penicillin	Rhode Island	2005	49
narrow_spectrum_penicillin	Rhode Island	2006	47
narrow_spectrum_penicillin	Rhode Island	2007	44
narrow_spectrum_penicillin	Rhode Island	2008	42
narrow_spectrum_penicillin	Rhode Island	2009	42
narrow_spectrum_penicillin	Rhode Island	2010	40
narrow_spectrum_penicillin	Rhode Island	2011	40
narrow_spectrum_penicillin	Rhode Island	2012	39
narrow_spectrum_penicillin	South Carolina	1999	36
narrow_spectrum_penicillin	South Carolina	2000	35
narrow_spectrum_penicillin	South Carolina	2001	33
narrow_spectrum_penicillin	South Carolina	2002	31
narrow_spectrum_penicillin	South Carolina	2003	31
narrow_spectrum_penicillin	South Carolina	2004	30
narrow_spectrum_penicillin	South Carolina	2005	30
narrow_spectrum_penicillin	South Carolina	2006	30
narrow_spectrum_penicillin	South Carolina	2007	26
narrow_spectrum_penicillin	South Carolina	2008	23
narrow_spectrum_penicillin	South Carolina	2009	21
narrow_spectrum_penicillin	South Carolina	2010	20
narrow_spectrum_penicillin	South Carolina	2011	19
narrow_spectrum_penicillin	South Carolina	2012	19
narrow_spectrum_penicillin	South Dakota	1999	39
narrow_spectrum_penicillin	South Dakota	2000	33
narrow_spectrum_penicillin	South Dakota	2001	32
narrow_spectrum_penicillin	South Dakota	2002	30
narrow_spectrum_penicillin	South Dakota	2003	28
narrow_spectrum_penicillin	South Dakota	2004	27
narrow_spectrum_penicillin	South Dakota	2005	26
narrow_spectrum_penicillin	South Dakota	2006	25
narrow_spectrum_penicillin	South Dakota	2007	21
narrow_spectrum_penicillin	South Dakota	2008	21
narrow_spectrum_penicillin	South Dakota	2009	19
narrow_spectrum_penicillin	South Dakota	2010	15
narrow_spectrum_penicillin	South Dakota	2011	16
narrow_spectrum_penicillin	South Dakota	2012	16
narrow_spectrum_penicillin	Tennessee	1999	55
narrow_spectrum_penicillin	Tennessee	2000	53
narrow_spectrum_penicillin	Tennessee	2001	51
narrow_spectrum_penicillin	Tennessee	2002	50
narrow_spectrum_penicillin	Tennessee	2003	51
narrow_spectrum_penicillin	Tennessee	2004	49
narrow_spectrum_penicillin	Tennessee	2005	47
narrow_spectrum_penicillin	Tennessee	2006	45
narrow_spectrum_penicillin	Tennessee	2007	41
narrow_spectrum_penicillin	Tennessee	2008	39
narrow_spectrum_penicillin	Tennessee	2009	38
narrow_spectrum_penicillin	Tennessee	2010	35
narrow_spectrum_penicillin	Tennessee	2011	34
narrow_spectrum_penicillin	Tennessee	2012	32
narrow_spectrum_penicillin	Texas	1999	37
narrow_spectrum_penicillin	Texas	2000	37
narrow_spectrum_penicillin	Texas	2001	35
narrow_spectrum_penicillin	Texas	2002	32
narrow_spectrum_penicillin	Texas	2003	31
narrow_spectrum_penicillin	Texas	2004	28
narrow_spectrum_penicillin	Texas	2005	27
narrow_spectrum_penicillin	Texas	2006	26
narrow_spectrum_penicillin	Texas	2007	23
narrow_spectrum_penicillin	Texas	2008	22
narrow_spectrum_penicillin	Texas	2009	20
narrow_spectrum_penicillin	Texas	2010	19
narrow_spectrum_penicillin	Texas	2011	19
narrow_spectrum_penicillin	Texas	2012	18
narrow_spectrum_penicillin	Utah	1999	52
narrow_spectrum_penicillin	Utah	2000	49
narrow_spectrum_penicillin	Utah	2001	48
narrow_spectrum_penicillin	Utah	2002	44
narrow_spectrum_penicillin	Utah	2003	41
narrow_spectrum_penicillin	Utah	2004	40
narrow_spectrum_penicillin	Utah	2005	36
narrow_spectrum_penicillin	Utah	2006	33
narrow_spectrum_penicillin	Utah	2007	30
narrow_spectrum_penicillin	Utah	2008	27
narrow_spectrum_penicillin	Utah	2009	24
narrow_spectrum_penicillin	Utah	2010	22
narrow_spectrum_penicillin	Utah	2011	20
narrow_spectrum_penicillin	Utah	2012	20
narrow_spectrum_penicillin	Vermont	1999	65
narrow_spectrum_penicillin	Vermont	2000	66
narrow_spectrum_penicillin	Vermont	2001	64
narrow_spectrum_penicillin	Vermont	2002	61
narrow_spectrum_penicillin	Vermont	2003	63
narrow_spectrum_penicillin	Vermont	2004	58
narrow_spectrum_penicillin	Vermont	2005	51
narrow_spectrum_penicillin	Vermont	2006	50
narrow_spectrum_penicillin	Vermont	2007	47
narrow_spectrum_penicillin	Vermont	2008	41
narrow_spectrum_penicillin	Vermont	2009	40
narrow_spectrum_penicillin	Vermont	2010	40
narrow_spectrum_penicillin	Vermont	2011	39
narrow_spectrum_penicillin	Vermont	2012	37
narrow_spectrum_penicillin	Virginia	1999	44
narrow_spectrum_penicillin	Virginia	2000	42
narrow_spectrum_penicillin	Virginia	2001	40
narrow_spectrum_penicillin	Virginia	2002	39
narrow_spectrum_penicillin	Virginia	2003	38
narrow_spectrum_penicillin	Virginia	2004	35
narrow_spectrum_penicillin	Virginia	2005	34
narrow_spectrum_penicillin	Virginia	2006	33
narrow_spectrum_penicillin	Virginia	2007	31
narrow_spectrum_penicillin	Virginia	2008	29
narrow_spectrum_penicillin	Virginia	2009	28
narrow_spectrum_penicillin	Virginia	2010	26
narrow_spectrum_penicillin	Virginia	2011	25
narrow_spectrum_penicillin	Virginia	2012	25
narrow_spectrum_penicillin	Washington	1999	41
narrow_spectrum_penicillin	Washington	2000	39
narrow_spectrum_penicillin	Washington	2001	38
narrow_spectrum_penicillin	Washington	2002	37
narrow_spectrum_penicillin	Washington	2003	35
narrow_spectrum_penicillin	Washington	2004	32
narrow_spectrum_penicillin	Washington	2005	30
narrow_spectrum_penicillin	Washington	2006	29
narrow_spectrum_penicillin	Washington	2007	27
narrow_spectrum_penicillin	Washington	2008	25
narrow_spectrum_penicillin	Washington	2009	23
narrow_spectrum_penicillin	Washington	2010	21
narrow_spectrum_penicillin	Washington	2011	20
narrow_spectrum_penicillin	Washington	2012	19
narrow_spectrum_penicillin	West Virginia	1999	54
narrow_spectrum_penicillin	West Virginia	2000	48
narrow_spectrum_penicillin	West Virginia	2001	46
narrow_spectrum_penicillin	West Virginia	2002	45
narrow_spectrum_penicillin	West Virginia	2003	44
narrow_spectrum_penicillin	West Virginia	2004	43
narrow_spectrum_penicillin	West Virginia	2005	44
narrow_spectrum_penicillin	West Virginia	2006	43
narrow_spectrum_penicillin	West Virginia	2007	40
narrow_spectrum_penicillin	West Virginia	2008	37
narrow_spectrum_penicillin	West Virginia	2009	36
narrow_spectrum_penicillin	West Virginia	2010	30
narrow_spectrum_penicillin	West Virginia	2011	32
narrow_spectrum_penicillin	West Virginia	2012	30
narrow_spectrum_penicillin	Wisconsin	1999	47
narrow_spectrum_penicillin	Wisconsin	2000	43
narrow_spectrum_penicillin	Wisconsin	2001	42
narrow_spectrum_penicillin	Wisconsin	2002	39
narrow_spectrum_penicillin	Wisconsin	2003	41
narrow_spectrum_penicillin	Wisconsin	2004	37
narrow_spectrum_penicillin	Wisconsin	2005	36
narrow_spectrum_penicillin	Wisconsin	2006	35
narrow_spectrum_penicillin	Wisconsin	2007	31
narrow_spectrum_penicillin	Wisconsin	2008	31
narrow_spectrum_penicillin	Wisconsin	2009	30
narrow_spectrum_penicillin	Wisconsin	2010	28
narrow_spectrum_penicillin	Wisconsin	2011	29
narrow_spectrum_penicillin	Wisconsin	2012	26
narrow_spectrum_penicillin	Wyoming	1999	46
narrow_spectrum_penicillin	Wyoming	2000	41
narrow_spectrum_penicillin	Wyoming	2001	42
narrow_spectrum_penicillin	Wyoming	2002	41
narrow_spectrum_penicillin	Wyoming	2003	38
narrow_spectrum_penicillin	Wyoming	2004	35
narrow_spectrum_penicillin	Wyoming	2005	35
narrow_spectrum_penicillin	Wyoming	2006	33
narrow_spectrum_penicillin	Wyoming	2007	29
narrow_spectrum_penicillin	Wyoming	2008	25
narrow_spectrum_penicillin	Wyoming	2009	24
narrow_spectrum_penicillin	Wyoming	2010	20
narrow_spectrum_penicillin	Wyoming	2011	22
narrow_spectrum_penicillin	Wyoming	2012	23
quinolone	Alabama	1999	105
quinolone	Alabama	2000	127
quinolone	Alabama	2001	138
quinolone	Alabama	2002	141
quinolone	Alabama	2003	143
quinolone	Alabama	2004	136
quinolone	Alabama	2005	143
quinolone	Alabama	2006	154
quinolone	Alabama	2007	161
quinolone	Alabama	2008	166
quinolone	Alabama	2009	157
quinolone	Alabama	2010	129
quinolone	Alabama	2011	161
quinolone	Alabama	2012	186
quinolone	Alaska	1999	39
quinolone	Alaska	2000	51
quinolone	Alaska	2001	67
quinolone	Alaska	2002	66
quinolone	Alaska	2003	67
quinolone	Alaska	2004	62
quinolone	Alaska	2005	68
quinolone	Alaska	2006	69
quinolone	Alaska	2007	74
quinolone	Alaska	2008	78
quinolone	Alaska	2009	70
quinolone	Alaska	2010	54
quinolone	Alaska	2011	68
quinolone	Alaska	2012	65
quinolone	Arizona	1999	56
quinolone	Arizona	2000	61
quinolone	Arizona	2001	69
quinolone	Arizona	2002	71
quinolone	Arizona	2003	78
quinolone	Arizona	2004	78
quinolone	Arizona	2005	99
quinolone	Arizona	2006	106
quinolone	Arizona	2007	105
quinolone	Arizona	2008	108
quinolone	Arizona	2009	101
quinolone	Arizona	2010	92
quinolone	Arizona	2011	113
quinolone	Arizona	2012	113
quinolone	Arkansas	1999	94
quinolone	Arkansas	2000	102
quinolone	Arkansas	2001	109
quinolone	Arkansas	2002	113
quinolone	Arkansas	2003	116
quinolone	Arkansas	2004	119
quinolone	Arkansas	2005	126
quinolone	Arkansas	2006	134
quinolone	Arkansas	2007	146
quinolone	Arkansas	2008	148
quinolone	Arkansas	2009	138
quinolone	Arkansas	2010	115
quinolone	Arkansas	2011	132
quinolone	Arkansas	2012	154
quinolone	California	1999	56
quinolone	California	2000	64
quinolone	California	2001	73
quinolone	California	2002	71
quinolone	California	2003	74
quinolone	California	2004	74
quinolone	California	2005	79
quinolone	California	2006	83
quinolone	California	2007	85
quinolone	California	2008	84
quinolone	California	2009	77
quinolone	California	2010	63
quinolone	California	2011	81
quinolone	California	2012	81
quinolone	Colorado	1999	54
quinolone	Colorado	2000	61
quinolone	Colorado	2001	67
quinolone	Colorado	2002	66
quinolone	Colorado	2003	68
quinolone	Colorado	2004	66
quinolone	Colorado	2005	76
quinolone	Colorado	2006	79
quinolone	Colorado	2007	84
quinolone	Colorado	2008	84
quinolone	Colorado	2009	74
quinolone	Colorado	2010	63
quinolone	Colorado	2011	74
quinolone	Colorado	2012	76
quinolone	Connecticut	1999	83
quinolone	Connecticut	2000	96
quinolone	Connecticut	2001	102
quinolone	Connecticut	2002	109
quinolone	Connecticut	2003	110
quinolone	Connecticut	2004	110
quinolone	Connecticut	2005	120
quinolone	Connecticut	2006	127
quinolone	Connecticut	2007	125
quinolone	Connecticut	2008	122
quinolone	Connecticut	2009	113
quinolone	Connecticut	2010	97
quinolone	Connecticut	2011	106
quinolone	Connecticut	2012	109
quinolone	Delaware	1999	100
quinolone	Delaware	2000	118
quinolone	Delaware	2001	126
quinolone	Delaware	2002	124
quinolone	Delaware	2003	132
quinolone	Delaware	2004	132
quinolone	Delaware	2005	151
quinolone	Delaware	2006	151
quinolone	Delaware	2007	155
quinolone	Delaware	2008	152
quinolone	Delaware	2009	141
quinolone	Delaware	2010	110
quinolone	Delaware	2011	133
quinolone	Delaware	2012	136
quinolone	District of Columbia	1999	145
quinolone	District of Columbia	2000	166
quinolone	District of Columbia	2001	176
quinolone	District of Columbia	2002	161
quinolone	District of Columbia	2003	166
quinolone	District of Columbia	2004	177
quinolone	District of Columbia	2005	183
quinolone	District of Columbia	2006	184
quinolone	District of Columbia	2007	186
quinolone	District of Columbia	2008	181
quinolone	District of Columbia	2009	165
quinolone	District of Columbia	2010	144
quinolone	District of Columbia	2011	110
quinolone	District of Columbia	2012	106
quinolone	Florida	1999	112
quinolone	Florida	2000	126
quinolone	Florida	2001	131
quinolone	Florida	2002	127
quinolone	Florida	2003	130
quinolone	Florida	2004	128
quinolone	Florida	2005	141
quinolone	Florida	2006	150
quinolone	Florida	2007	147
quinolone	Florida	2008	137
quinolone	Florida	2009	125
quinolone	Florida	2010	117
quinolone	Florida	2011	129
quinolone	Florida	2012	129
quinolone	Georgia	1999	91
quinolone	Georgia	2000	107
quinolone	Georgia	2001	116
quinolone	Georgia	2002	118
quinolone	Georgia	2003	125
quinolone	Georgia	2004	119
quinolone	Georgia	2005	126
quinolone	Georgia	2006	132
quinolone	Georgia	2007	130
quinolone	Georgia	2008	132
quinolone	Georgia	2009	123
quinolone	Georgia	2010	104
quinolone	Georgia	2011	123
quinolone	Georgia	2012	129
quinolone	Hawaii	1999	61
quinolone	Hawaii	2000	70
quinolone	Hawaii	2001	78
quinolone	Hawaii	2002	79
quinolone	Hawaii	2003	80
quinolone	Hawaii	2004	81
quinolone	Hawaii	2005	83
quinolone	Hawaii	2006	89
quinolone	Hawaii	2007	94
quinolone	Hawaii	2008	95
quinolone	Hawaii	2009	88
quinolone	Hawaii	2010	78
quinolone	Hawaii	2011	103
quinolone	Hawaii	2012	106
quinolone	Idaho	1999	54
quinolone	Idaho	2000	69
quinolone	Idaho	2001	78
quinolone	Idaho	2002	77
quinolone	Idaho	2003	81
quinolone	Idaho	2004	72
quinolone	Idaho	2005	80
quinolone	Idaho	2006	82
quinolone	Idaho	2007	85
quinolone	Idaho	2008	85
quinolone	Idaho	2009	78
quinolone	Idaho	2010	60
quinolone	Idaho	2011	82
quinolone	Idaho	2012	84
quinolone	Illinois	1999	76
quinolone	Illinois	2000	85
quinolone	Illinois	2001	94
quinolone	Illinois	2002	96
quinolone	Illinois	2003	99
quinolone	Illinois	2004	99
quinolone	Illinois	2005	111
quinolone	Illinois	2006	117
quinolone	Illinois	2007	121
quinolone	Illinois	2008	121
quinolone	Illinois	2009	111
quinolone	Illinois	2010	97
quinolone	Illinois	2011	111
quinolone	Illinois	2012	114
quinolone	Indiana	1999	85
quinolone	Indiana	2000	95
quinolone	Indiana	2001	106
quinolone	Indiana	2002	106
quinolone	Indiana	2003	110
quinolone	Indiana	2004	105
quinolone	Indiana	2005	116
quinolone	Indiana	2006	123
quinolone	Indiana	2007	128
quinolone	Indiana	2008	134
quinolone	Indiana	2009	124
quinolone	Indiana	2010	110
quinolone	Indiana	2011	124
quinolone	Indiana	2012	126
quinolone	Iowa	1999	65
quinolone	Iowa	2000	74
quinolone	Iowa	2001	87
quinolone	Iowa	2002	92
quinolone	Iowa	2003	95
quinolone	Iowa	2004	96
quinolone	Iowa	2005	112
quinolone	Iowa	2006	118
quinolone	Iowa	2007	114
quinolone	Iowa	2008	111
quinolone	Iowa	2009	102
quinolone	Iowa	2010	93
quinolone	Iowa	2011	107
quinolone	Iowa	2012	132
quinolone	Kansas	1999	86
quinolone	Kansas	2000	92
quinolone	Kansas	2001	102
quinolone	Kansas	2002	106
quinolone	Kansas	2003	106
quinolone	Kansas	2004	100
quinolone	Kansas	2005	112
quinolone	Kansas	2006	118
quinolone	Kansas	2007	127
quinolone	Kansas	2008	131
quinolone	Kansas	2009	119
quinolone	Kansas	2010	109
quinolone	Kansas	2011	118
quinolone	Kansas	2012	128
quinolone	Kentucky	1999	102
quinolone	Kentucky	2000	118
quinolone	Kentucky	2001	134
quinolone	Kentucky	2002	167
quinolone	Kentucky	2003	143
quinolone	Kentucky	2004	137
quinolone	Kentucky	2005	152
quinolone	Kentucky	2006	166
quinolone	Kentucky	2007	180
quinolone	Kentucky	2008	183
quinolone	Kentucky	2009	169
quinolone	Kentucky	2010	142
quinolone	Kentucky	2011	170
quinolone	Kentucky	2012	183
quinolone	Louisiana	1999	88
quinolone	Louisiana	2000	105
quinolone	Louisiana	2001	118
quinolone	Louisiana	2002	116
quinolone	Louisiana	2003	117
quinolone	Louisiana	2004	115
quinolone	Louisiana	2005	124
quinolone	Louisiana	2006	143
quinolone	Louisiana	2007	154
quinolone	Louisiana	2008	151
quinolone	Louisiana	2009	143
quinolone	Louisiana	2010	122
quinolone	Louisiana	2011	131
quinolone	Louisiana	2012	142
quinolone	Maine	1999	58
quinolone	Maine	2000	66
quinolone	Maine	2001	71
quinolone	Maine	2002	72
quinolone	Maine	2003	80
quinolone	Maine	2004	80
quinolone	Maine	2005	86
quinolone	Maine	2006	90
quinolone	Maine	2007	90
quinolone	Maine	2008	94
quinolone	Maine	2009	87
quinolone	Maine	2010	48
quinolone	Maine	2011	92
quinolone	Maine	2012	95
quinolone	Maryland	1999	89
quinolone	Maryland	2000	105
quinolone	Maryland	2001	115
quinolone	Maryland	2002	118
quinolone	Maryland	2003	127
quinolone	Maryland	2004	122
quinolone	Maryland	2005	127
quinolone	Maryland	2006	128
quinolone	Maryland	2007	130
quinolone	Maryland	2008	127
quinolone	Maryland	2009	115
quinolone	Maryland	2010	89
quinolone	Maryland	2011	115
quinolone	Maryland	2012	115
quinolone	Massachusetts	1999	65
quinolone	Massachusetts	2000	77
quinolone	Massachusetts	2001	83
quinolone	Massachusetts	2002	84
quinolone	Massachusetts	2003	90
quinolone	Massachusetts	2004	95
quinolone	Massachusetts	2005	106
quinolone	Massachusetts	2006	112
quinolone	Massachusetts	2007	110
quinolone	Massachusetts	2008	109
quinolone	Massachusetts	2009	103
quinolone	Massachusetts	2010	86
quinolone	Massachusetts	2011	106
quinolone	Massachusetts	2012	108
quinolone	Michigan	1999	76
quinolone	Michigan	2000	87
quinolone	Michigan	2001	98
quinolone	Michigan	2002	95
quinolone	Michigan	2003	95
quinolone	Michigan	2004	93
quinolone	Michigan	2005	102
quinolone	Michigan	2006	113
quinolone	Michigan	2007	123
quinolone	Michigan	2008	123
quinolone	Michigan	2009	112
quinolone	Michigan	2010	91
quinolone	Michigan	2011	115
quinolone	Michigan	2012	107
quinolone	Minnesota	1999	51
quinolone	Minnesota	2000	57
quinolone	Minnesota	2001	65
quinolone	Minnesota	2002	67
quinolone	Minnesota	2003	72
quinolone	Minnesota	2004	75
quinolone	Minnesota	2005	87
quinolone	Minnesota	2006	89
quinolone	Minnesota	2007	91
quinolone	Minnesota	2008	90
quinolone	Minnesota	2009	85
quinolone	Minnesota	2010	73
quinolone	Minnesota	2011	87
quinolone	Minnesota	2012	89
quinolone	Mississippi	1999	108
quinolone	Mississippi	2000	130
quinolone	Mississippi	2001	150
quinolone	Mississippi	2002	145
quinolone	Mississippi	2003	146
quinolone	Mississippi	2004	138
quinolone	Mississippi	2005	144
quinolone	Mississippi	2006	158
quinolone	Mississippi	2007	164
quinolone	Mississippi	2008	164
quinolone	Mississippi	2009	155
quinolone	Mississippi	2010	130
quinolone	Mississippi	2011	153
quinolone	Mississippi	2012	172
quinolone	Missouri	1999	88
quinolone	Missouri	2000	100
quinolone	Missouri	2001	113
quinolone	Missouri	2002	114
quinolone	Missouri	2003	118
quinolone	Missouri	2004	117
quinolone	Missouri	2005	126
quinolone	Missouri	2006	128
quinolone	Missouri	2007	132
quinolone	Missouri	2008	130
quinolone	Missouri	2009	120
quinolone	Missouri	2010	109
quinolone	Missouri	2011	119
quinolone	Missouri	2012	128
quinolone	Montana	1999	57
quinolone	Montana	2000	66
quinolone	Montana	2001	74
quinolone	Montana	2002	69
quinolone	Montana	2003	72
quinolone	Montana	2004	72
quinolone	Montana	2005	83
quinolone	Montana	2006	84
quinolone	Montana	2007	88
quinolone	Montana	2008	89
quinolone	Montana	2009	84
quinolone	Montana	2010	61
quinolone	Montana	2011	88
quinolone	Montana	2012	88
quinolone	Nebraska	1999	80
quinolone	Nebraska	2000	95
quinolone	Nebraska	2001	115
quinolone	Nebraska	2002	113
quinolone	Nebraska	2003	116
quinolone	Nebraska	2004	112
quinolone	Nebraska	2005	118
quinolone	Nebraska	2006	123
quinolone	Nebraska	2007	128
quinolone	Nebraska	2008	126
quinolone	Nebraska	2009	116
quinolone	Nebraska	2010	100
quinolone	Nebraska	2011	109
quinolone	Nebraska	2012	125
quinolone	Nevada	1999	75
